company,product name ,category,ingredients,link,total number of reviews,product rate 
ICONIC LONDON,Glaze Crayon Intense,"Home
Makeup
Eyes
Eyeshadow","Crayon: Dimethicone, Trimethylsiloxysilicate, Mica, Polyethylene, Synthetic Wax, Synthetic Fluorphlogopite, Lauroyl Lysine, Octyldodecanol, Hydrogenated Sunflower Seed Oil, Synthetic Beeswax, Disteardimonium Hectorite, Propylene Carbonate, Tin Oxide, Caprylic/Capric Triglyceride, Theobroma Cacao Extract (Theobroma Cacao (Cocoa) Extract), Tocopherol. May Contain: CI 77491 (Iron Oxides), CI 77891 (Titanium Dioxide), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide)
Glitter: Aqua (Water, Eau), Glycerin, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, PVP, Pentylene Glycol, Alumina, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, 1,2-Hexanediol, Hydroxyacetophenone, Phenoxyethanol, Silica, Sodium Hydroxide, Tetrasodium EDTA, Tin Oxide. May Contain: CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides).",https://www.ulta.com/p/glaze-crayon-intense-pimprod2035407?sku=2602935,0,5
L'Oréal,Voluminous Volume Building Waterproof Mascara,"Home
Makeup
Eyes
Mascara","Isododecane, Water, Beeswax, Quaternium-18, Bentonite, Carnauba Wax, Paraffin, Allyl Stearate/VA Copolymer, VA/Vinyl Butyl Benzoate/Crotonates Copolymer, Dimethicone, Propylene Carbonate, Rice Starch, Polyvinyl Laurate, Dimethiconol, 2-Oleamido-1, 3-Octadecanediol, Propylparaben, Sodium DNA. May Contain: Iron Oxides, Ultramarines, Titanium Dioxide.",https://www.ulta.com/p/voluminous-volume-building-waterproof-mascara-14353?sku=1472358,0,3.6
Lano,Golden Dry Skin Salve,"Home
Body Care
Hand & Foot Care
Hand Cream & Foot Cream","Lanolin,* Caprylic/Capric Triglyceride,* Glycerin,* Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba,* Ricinus Communis (Castor) Seed Oil,* Lanolin Oil,* Prunus Armeniaca (Apricot) Kernel Oil,* Mel/Honey/Meil,* Tocopherol,* Cera Alba/Beeswax/ Cire D'abeille,* Fragrance/Parfum (Natural).*
*Naturally Derived/Derive Naturel.",https://www.ulta.com/p/golden-dry-skin-salve-pimprod2017328?sku=2567518,0,4.6
COSRX,Full Fit Propolis Light Cream,"Home
Skin Care
Moisturizers
Face Moisturizer","Propolis Extract, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, 1,2-Hexanediol, Honey Extract, Royal Jelly Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cassia Obtusifolia Seed Extract, Cetearyl Olivate, Beeswax, Cetearyl Alcohol, Sorbitan Olivate, Allantoin, Arginine, Carbomer, Xanthan Gum.",https://www.ulta.com/p/full-fit-propolis-light-cream-pimprod2017573?sku=2568303,0,4.2
Eczema Honey,Nut-Free Skin-Soothing Cream,"Home
Body Care
Body Moisturizers
Body Lotion & Creams","Active Ingredient: Colloidal Oatmeal 1.0% (Skin Protectan). Inactive Ingredients: Grapeseed Oil, Organic Honey, Organic Aloe Vera Juice, Beeswax, Organic Sunflower Oil, Water, Sodium Bicarbonate, Phenoxyethanol, Potassium Sorbate, Caprylyl Glycol, Ethylhexyglycerin, Hexylene Glycol (Preservative).
For allergy concerns verify ingredients on packaging prior to use.",https://www.ulta.com/p/nut-free-skin-soothing-cream-pimprod2027228?sku=2585428,0,3.7
Eczema Honey,Gentle Face and Body Lotion Stick,"Home
Body Care
Body Moisturizers
Body Lotion & Creams","Mango Butter (Mangifera Indica Seed Oil), Organic Beeswax (Cera Alba), Cocos Nucifera (Coconut) Oil, Honey (Mel), Vitamin E Oil (Tocopheryl Acetate), Colloidal Oatmeal, Lavender Essential Oil (Lavandula Officinalis Oil), Chamomile (Anthemis Nobilis).
For allergy concerns verify ingredients on packaging prior to use.",https://www.ulta.com/p/gentle-face-body-lotion-stick-pimprod2027229?sku=2585429,0,4.2
Essence,Double Trouble Mascara,"Home
Makeup
Eyes
Mascara","Aqua (Water), Glyceryl Stearate, Copernicia Cerifera (Carnauba) Wax, Synthetic Wax, Vp/Hexadecene Copolymer, Glycerin, Synthetic Beeswax, Polyvinyl Alcohol, Palmitic Acid, Stearic Acid, Acrylates Copolymer, Octyldodecanol, Tocopherol, Cera Microcristallina (Microcrystalline Wax), Hydroxyacetophenone, Ethylhexylglycerin, Sodium Hydroxide, Phenoxyethanol, Ci 77007 (Ultramarines), Ci 77499 (Iron Oxides).",https://www.ulta.com/p/double-trouble-mascara-pimprod2030513?sku=2590871,0,3.8
Gigi,Honee Bear Hard Wax Kit,"Home
Body Care
Self Care & Wellness
Hair Removal","Glyceryl Rosinate, Mineral Oil (Paraffinum Liquidum, Huile minérale), Ethylene/VA Copolymer, Beeswax (Cera Alba, Cire d'abeille), Stearic Acid, Paraffin, Simmondsia Chinensis (Jojoba) Seed Oil, Triticum Vulgare (Wheat) Germ Oil, Tocopheryl Acetate, Olea Europaea (Olive) Fruit Oil, Fragrance (Parfum), Yellow 11 (CI 47000).",https://www.ulta.com/p/honee-bear-hard-wax-kit-pimprod2031645?sku=2593869,0,3.3
Foria,Relief Salve with CBD & Kava,"Home
Body Care
Self Care & Wellness
Intimate Wellness","Organic MCT Coconut Oil, Botanical Infusions (Organically-Grown Kava Root, Organic St. John's Wort, Organic Ginger), Organic Beeswax, Organic Castor Oil, Full-spectrum Extract from USDA organic-certified regeneratively-grown hemp (0.3% THC or less), Organic Essential Oils (Lavender, Peppermint, Eucalyptus, Ginger).",https://www.ulta.com/p/relief-salve-with-cbd-kava-pimprod2034735?sku=2602152,0,4.8
Urban Decay Cosmetics,24/7 Waterline Eyeliner Pencil,"Home
Makeup
Eyes
Eyeliner","Legend: Hydrogenated Polyisobutene, Isododecane, Synthetic Wax, Polymethylsilsesquioxane, Polybutene, Silica, Hydrogenated Polydicyclopentadiene, Oryza Sativa (Rice/Riz) Bran Wax, Hydrogenated Castor Oil, Synthetic Beeswax, Ethylene/Propylene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain: Mica, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide).",https://www.ulta.com/p/247-waterline-eyeliner-pencil-xlsImpprod13091139?sku=2293456,0,3.8
Essence,I Love Extreme Volume Waterproof Mascara,"Home
Makeup
Eyes
Mascara","Isododecane, Cera Alba (Beeswax), Aqua (Water), Nylon-12, Candelilla (Euphorbia Cerifera) Wax, Trimethylsiloxysilicate, VP/Hexadecene Copolymer, Carnauba (Copernicia Cerifera) Wax, Propylene Glycol, Ricinus Communis (Castor) Seed Oil, Tocopheryl Acetate, Ethylhexylglycerin, Bisabolol, Tocopherol, Potassium Hydroxide, Potassium Sorbate, Phenoxyethanol, Farnesol, CI 77499 (Iron Oxides).",https://www.ulta.com/p/i-love-extreme-volume-waterproof-mascara-xlsImpprod13561155?sku=2294943,0,4
Sun Bum,CocoBalm,"Home
Skin Care
Moisturizers
Lip Care","Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Beeswax, Cocos Nucifera (Coconut) Oil, Euphorbia Cerifera (Candelilla) Wax, Flavor, Tocopherol, Copernicia Cerifera (Carnauba) Wax, Simmondsia Chinensis (Jojoba) Seed Oil, Aloe Barbadensis Leaf Extract, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea) Butter.",https://www.ulta.com/p/cocobalm-xlsImpprod18251003?sku=2527420,0,4.4
Maybelline,Define-A-Line Eyeliner,"Home
Makeup
Eyes
Eyeliner","Capric Triglyceride, Castor Seed Oil, Hydrogenated Cocoglycerides, Microcrystalline Wax, Beeswax, Carnauba Wax, Polymethyl Methacrylate, Shea Butter, Tin Oxide. May Contain: CI 77491, CI 77492, CI 77499 / Iron Oxides, Mica, CI 77891 / Titanium Dioxide, CI 77007 / Ultramarines, CI 77510 / Ferric Ferrocyanide, CI 75470 / Carmine.",https://www.ulta.com/p/define-a-line-eyeliner-xlsImpprod2960205?sku=2147517,0,3.2
Essence,Get BIG Lashes Volume Boost Mascara,"Home
Makeup
Eyes
Mascara","Aqua (Water), Cera Alba (Beeswax), Nylon-12, Candelilla (Euphorbia Cerifera) Wax, Glyceryl Stearate, Stearic Acid, Decyl Olivate, Hydrogenated Stearyl Olive Esters, Carnauba (Copernicia Cerifera) Wax, PVP, Aminomethyl Propanol, Hydroxyethylcellulose, Potassium Sorbate, Polyquaternium-10, Allantoin, Ethylhexylglycerin, Tetrasodium EDTA, TBHQ, Phenoxyethanol, CI 77499 (Iron Oxides).",https://www.ulta.com/p/get-big-lashes-volume-boost-mascara-xlsImpprod4181075?sku=2243657,0,3.8
Essence,Get BIG Lashes Volume Boost Waterproof Mascara,"Home
Makeup
Eyes
Mascara","Isododecane, Cera Alba (Beeswax), Aqua (Water), Candelilla (Euphorbia Cerifera) Wax, Trimethylsiloxysilicate, VP/Hexadecene Copolymer, Carnauba (Copernicia Cerifera) Wax, Propylene Glycol, Talc, Aluminum Starch Octenylsuccinate, Ricinus Communis (Castor) Seed Oil, Silica, Potassium Hydroxide, Potassium Sorbate, Ethylhexylglycerin, Bisabolol, TBHQ, Phenoxyethanol, CI 77499 (Iron Oxides).",https://www.ulta.com/p/get-big-lashes-volume-boost-waterproof-mascara-xlsImpprod4181077?sku=2243658,0,4.1
Essence,I Love Extreme Crazy Volume Mascara,"Home
Makeup
Eyes
Mascara","Aqua (Water), Carnauba (Copernicia Cerifera) Wax, Cera Alba (Beeswax), Butylene Glycol, Stearic Acid, VP/Eicosene Copolymer, Palmitic Acid, Polybutene, Glyceryl Stearate, Acacia Senegal Gum, Candelilla (Euphorbia Cerifera) Wax, PVP, Caprylyl Glycol, Polyvinyl Alcohol, Aminomethyl Propanol, Sodium Dehydroacetate, Phenoxyethanol, CI 77499 (Iron Oxides).",https://www.ulta.com/p/i-love-extreme-crazy-volume-mascara-xlsImpprod5050091?sku=2254958,0,4.2
Parissa,No-Strip Face & Lip Hot Wax,"Home
Body Care
Self Care & Wellness
Hair Removal","Wax: Collophonium (Gum Rosin), Cera Alba (Beeswax), Brassica Napus Oil (Canola Oil), Azulene (Azulene).
Oil: Carthamus Tinctorius Seed Oil, Brassica Napus Oil, Ipp, Simmondsia Chinesis Seed Oil, Eucalyptus Globulus Oil, Callitris Columellaris Oil, Callitris Intratropical Oil, Chamomilla Recutita Extract, Menthe Piperita Oil, Hippophae Rhamnoides Fruit Oil.",https://www.ulta.com/p/no-strip-face-lip-hot-wax-pimprod2023911?sku=2577021,0,4.7
mented cosmetics,Long Live The Lash Mascara,"Home
Makeup
Eyes
Mascara","Water, Hydrogenated Olive Oil Stearyl Esters, Stearic Acid, Propanediol, Acrylates/Ethylhexyl Acrylate Copolymer, Glyceryl Stearate, Copernicia Cerifera (Carnauba) Wax, Helianthus Annuus (Sunflower) Seed Wax, Hydrogenated Olive Oil Lauryl Esters, Oryza Sativa (Rice) Bran Wax, Polybutene, Synthetic Beeswax, Polyglyceryl-3 Stearate, Distearyl Ether, Caprylyl Glycol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Aminomethyl Propanol, C18-36 Acid Triglyceride, Sodium Dehydroacetate, Cetearyl Alcohol, Hydrogenated Vegetable Glycerides, Sodium Stearoyl Lactylate, Dipropylene Glycol, Glyceryl Caprylate, Laureth-21, May Contain: Iron Oxides.",https://www.ulta.com/p/long-live-lash-mascara-pimprod2032459?sku=2597407,0,3
Well People,Supernatural Stick Bronzer,"Home
Makeup
Face
Bronzer","Helianthus Annuus (Sunflower) Seed Oil/Helianthus Annuus Seed Oil*, Mica, Ricinus Communis (Castor) Seed Oil/Ricinus Communis Seed Oil*, Carthamus Tinctorius (Safflower) Seed Oil/Carthamus Tinctorius Seed Oil*, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera*, Synthetic Beeswax, Castor Isostearate Succinate, Tocopherol, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil/Simmondsia Chinensis Seed Oil*, Rosa Rubiginosa Seed Oil, Crambe Abyssinica Seed Oil, Isostearic Acid, Calendula Officinalis Flower Extract, Tin Oxide, Lecithin, Polyglyceryl-3 Polyricinoleate, Camellia Sinensis (Green Tea)Seed Oil/Camellia Sinensis Seed Oil, Aloe Barbadensis Leaf Juice, Maltodextrin, Potassium Sorbate, Sodium Benzoate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).
*USDA Organic",https://www.ulta.com/p/supernatural-stick-bronzer-pimprod2008561?sku=2596720,0,4.5
ColourPop,So Juicy Plumping Gloss,"Home
Makeup
Lips
Lip Gloss","Polybutene, Phenylpropyldimethylsiloxysilicate, Simmondsia Chinensis (Jojoba) Seed Oil, Synthetic Beeswax, Flavor, Menthone Glycerin Acetal, Synthetic Fluorphlogopite, Phenoxyethanol, Silica Dimethyl Silylate, Calcium Sodium Borosilicate, Silica, Ethylhexyl Palmitate, Tocopherol, Saccharin, Tribehenin, Hydrogenated Polyisobutene, Tin Oxide, Sorbitan Isostearate, Palmitic Acid, Palmitoyl Tripeptide-1, May Contain: Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Iron Oxides (CI 77491), Mica (CI 77019), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140).",https://www.ulta.com/p/so-juicy-plumping-gloss-pimprod2013803?sku=2561468,0,4.2
KIKO Milano,Long Lasting Eyeshadow Stick,"Home
Makeup
Eyes
Eyeshadow","Cyclopentasiloxane, Trimethylsiloxysilicate, Mica, Polyethylene, Lauroyl Lysine, Octyldodecanol, Ozokerite, Cera Alba ( Beeswax/Cire D'abeille), Paraffin, Silica, Stearyl Stearate, Stearyl Palmitate, Cera Microcristallina (Microcrystalline Wax/Cire Mic Rocristalline), Cetyl Palmitate, Lecithin, Cetyl Stearate, Tin Oxide, Disteardimonium Hectorite, Behenic Acid, Stearic Acid, Tocophe Rol, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Propylene Carbonate, Ascorbyl Palmitate, Calcium Sodium Borosilicate, Arachidic Acid, Palmitic Acid, Dicalcium Phosphate, Citric Acid .+/- (May Contain): CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxi Des), CI 77000 (Aluminum Powder), CI 77163 (Bismuth Oxychloride), CI 77400 (Bronze Powder/Copper Powder).",https://www.ulta.com/p/long-lasting-eyeshadow-stick-pimprod2018558?sku=2607401,0,4.2
BLK/OPL,Risqué Matte Lipstick,"Home
Makeup
Lips
Lipstick","Isostearyl Isostearate, Mica, Synthetic Wax, Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate, Isononyl Isononanoate, Tridecyl Neopentanoate, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Kaolin, HDI/Trimethylol Hexyllactone Crosspolymer, Polyglyceryl-3 Diisostearate, Synthetic Beeswax, Silica.",https://www.ulta.com/p/risque-matte-lipstick-pimprod2022188?sku=2579257,0,5
Buxom,Hold The Line Waterproof Liner,"Home
Makeup
Eyes
Eyeliner","Come Over: Isododecane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Polybutene, PEG/PPG-18/18 Dimethicone, Calcium Sodium Borosilicate, Polyethylene Terephthalate, Glyceryl Tribehenate/Isostearate/Eicosandioate, Nylon-12, Polyethylene, Perfluorononyl Dimethicone, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Synthetic Beeswax, Silica, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Persea Gratissima (Avocado) Oil, Copernicia Cerifera (Carnauba) Wax, Helianthus Annuus (Sunflower) Seed Oil, Phytosterols, Polyurethane-11, Olea Europaea (Olive) Fruit Oil, Tin Oxide, Sorbitan Oleate, Ascorbyl Palmitate, Tocopheryl Acetate. May Contain: Mica, Aluminum Powder (CI 77000), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ferrocyanide (CI 77510), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Ultramarines (CI 77007).",https://www.ulta.com/p/hold-line-waterproof-liner-xlsImpprod13631041?sku=2299120,0,4.1
Kiehl's Since 1851,Ultra Facial Moisturizer,"Home
Skin Care
Moisturizers
Face Moisturizer","Aqua/Water, Squalane, Glycerin, Peg-100 Stearate, Glyceryl Stearate, Butylene Glycol, Triethanolamine, Phenoxyethanol, Sorbitan Oleate, Carbomer, Methylparaben, Propylparaben, Stearic Acid, Cera Alba/Beeswax, Myristyl Alcohol, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Tocopherol, Persea Gratissima Oil/Avocado Oil",https://www.ulta.com/p/ultra-facial-moisturizer-pimprod2002894?sku=2536686,0,4.4
Milani,Highly Rated 10-in-1 Volume Mascara,"Home
Makeup
Eyes
Mascara","Water/Aqua/Eau, Synthetic Beeswax, Stearic Acid, Jojoba Esters, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Glycerin, Acrylates Copolymer, Acacia Senegal Gum, Aminomethyl Propanol, Caprylyl Glycol, Hydroxyethylcellulose, Disodium Phosphate, Polysorbate 60, Tocopherol, Sodium Phosphate, Phenoxyethanol, Potassium Sorbate, Sodium Dehydroacetate, Iron Oxides (CI 77499).",https://www.ulta.com/p/highly-rated-10-in-1-volume-mascara-pimprod2003037?sku=2539472,0,3.9
Lano,Rose Gold 101 Ointment Balm & Tint,"Home
Makeup
Lips
Lip Tints & Balms","Lanolin*, Lanolin Cera (Wax)*, Cera Alba (Beeswax)*, Ricinus Communis (Castor) Seed Oil*, Mica*, Aroma (Flavour)*, Tocopherol (Vit E)*, Benzyl Alcohol*, Helianthus Annuus (Sunflower) Seed Oil*, Tin Oxide, Limonene*, Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxide (CI 77491). *Natural + Mineral Derived",https://www.ulta.com/p/rose-gold-101-ointment-balm-tint-pimprod2008041?sku=2549008,0,4.2
Tarte,Travel-Size Opening Act Vegan Eyelash Primer,"Home
Makeup
Travel Size","Water/Aqua/Eau, Ethylene/Va Copolymer, Cera Alba/Beeswax/Cire D'Abeille, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Hydrogenated Olive Oil Stearyl Esters, Nylon-12, Palmitic Acid, Glyceryl Stearate, Stearic Acid, Triethanolamine, Hydrated Silica, Silica, Dimethicone, Hydroxyethylcellulose, Ethylhexylglycerin, Ascorbyl Palmitate, Sodium Nitrate, Phenoxyethanol.",https://www.ulta.com/p/travel-size-opening-act-vegan-eyelash-primer-pimprod2009653?sku=2552981,0,4.3
PÜR,Fully Charged Mascara Powered by Magnetic Technology,"Home
Makeup
Eyes
Mascara","AQUA/WATER/EAU, SYNTHETIC BEESWAX, COPERNICIA CERIFERA (CARNAUBA) WAX, DIMETHICONE, PVP, STEARIC ACID, NYLON-12, CETEARYL ALCOHOL, SORBITAN ISOSTEARATE, POLYSORBATE 60, GLYCERIN, OLEIC ACID, POLYBUTENE, MAGNESIUM ALUMINUM SILICATE, CELLULOSE GUM, PANTHENOL, POLYQUATERNIUM-10, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, TRIETHOXYCAPRYLYLSILANE, POTASSIUM HYDROXIDE, TOCOPHEROL, BLACK IRON OXIDE (CI 77499).",https://www.ulta.com/p/fully-charged-mascara-powered-by-magnetic-technology-pimprod2023711?sku=2578597,0,4.1
American Crew,Matte Clay,"Home
Men
Hair
Styling","Aqua/Water/Eau, Kaolin, Petrolatum, Cera Alba/Beeswax/Cire D'abeille, PEG-7 Glyceryl Cocoate, Oleth-10, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Paraffinum Liquidum/Mineral Oil/Huile Minérale, Parfum (Fragrance), Benzyl Alcohol, Citral, Citronellol, Geraniol, Limonene, Linalool, Ethylparaben, Methylparaben, Phenoxyethanol, Sodium Benzoate.",https://www.ulta.com/p/matte-clay-pimprod2024136?sku=2580267,0,5
Eczema Honey,Skin-Soothing Cream,"Home
Body Care
Body Moisturizers
Body Lotion & Creams","Active Ingredient: Colloidal Oatmeal 1.0% (Skin Protectant). Inactive Ingredients: Organic Olive Oil, Almond Oil, Organic Honey, Organic Aloe Vera Juice, Beeswax, Water, Sodium Bicarbonate, Potassium Sorbate, Organic Sunflower Oil, Phenoxyethanol, Ethylhexylglycerin, Hexylene Glycol, Caprylyl Glycol.
For allergy concerns verify ingredients on packaging prior to use.",https://www.ulta.com/p/skin-soothing-cream-pimprod2027223?sku=2585424,0,3.8
Morphe,Make It Big XXL Lip Plumping Serum,"Home
Makeup
Lips
Lip Plumpers","Caprylyl Glycol, Hydrogenated Polyisobutene, Octyldodecanol, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Synthetic Beeswax, Fragrance (Parfum), Vanillyl Butyl Ether, Phenoxyethanol, Tribehenin, Methyl Nicotinate, Hexylene Glycol, Sorbitan Isostearate, Capsicum Frutescens Fruit Extract, Glycine Soja (Soybean) Oil, Zingiber Officinale (Ginger) Root Oil, Palmitoyl Tripeptide-1, Cinnamal, Benzyl Benzoate.",https://www.ulta.com/p/make-it-big-xxl-lip-plumping-serum-pimprod2035492?sku=2604650,0,4.3
Keranique,Hair and Scalp Supplements,"Home
Body Care
Self Care & Wellness
Supplements","Active Ingredients: Saw Palmetto Extract, Curcumin C3 Complex, Ornegarnax, Taurine, Bamboo Extract, Zinc, L-Cysteine, Vitamin B1, Vitamin B5, Vitamin B6, Vitamin B12, Riboflavin, Biotin, Selenium, Black Pepper Extract
Other Ingredients: Sesame Oil, Gelatin Capsule (Bovine Gelatin, Glycerin, Purified Water & Annatto), Yellow Beeswax, Sunflower Lecithin",https://www.ulta.com/p/hair-scalp-supplements-pimprod2038658?sku=2608388,0,4.7
Aquaphor,Lip Repair + Protect Broad Spectrum SPF 30,"Home
Body Care
Suncare
Sunscreen","Petrolatum. Avobenzone, Octinoxate, Octisalate, Octocrylene, Oxybenzone, C18-38 Alkyl Hydroxystearoyl Stearate, Octyldodecanol, Glycerin, Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglyceride, Panthenol, Water, Polyglyceryl-3 Diisostearate, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Hydrogenated Castor Oil, Beeswax, C20-40 Alkyl Stearate, Magnesium Sulfate, Magnesium Stearate, Bht.",https://www.ulta.com/p/lip-repair-protect-broad-spectrum-spf-30-xlsImpprod11821037?sku=2285379,0,3.3
NYX Professional Makeup,Long Lasting Glitter Primer,"Home
Makeup
Eyes
Eye Primer & Base","Water/Aqua/Eau, Beeswax/Cera Alba/Cire D'abeille, Stearic Acid, Octyldodecanol, PVP, Butyrospermum Parkii (Shea) Butter, Butylene Glycol, Acrylates/Octylacrylamide Copolymer, Silica, Aminomethyl Propanol, Tocopheryl Acetate, Jojoba Esters, Tocopherol, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499).",https://www.ulta.com/p/long-lasting-glitter-primer-xlsImpprod13461011?sku=2297561,0,4.6
Gigi,Charcoal Detox Hard Wax,"Home
Body Care
Self Care & Wellness
Hair Removal","Glyceryl/Rosinate, Beeswax (Cera Alba, Cire d'abeille), Methyl Hydrogenated Rosinate, Glycerin, Salix Alba (Willow) Bark Extract, Charcoal Powder, Zinc Oxide, Ethylhexyl Palmitate, Glycine Soja (Soybean) Oil, Isopropyl Titanium Triisostearate, Synthetic Wax, Polyester-3, Silica, Aluminum Hydroxide, Iron Oxides (CI 77499), Titanium Dioxide (CI 77891).",https://www.ulta.com/p/charcoal-detox-hard-wax-xlsImpprod17881001?sku=2524448,0,3.3
